ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	480	-0.414279972962199	-1.71223775892133	0.00121359223300971	0.0773965517241379	0.0645553539019964	2612	tags=36%, list=20%, signal=30%	Alk/Eglp3/SerT/KCNQ/Ac3/MRP/Tsf2/Appl/caix/RasGAP1/Gli/Tollo/Prosap/Vmat/CG1407/knk/Nrk/Dscam2/Nep3/CG2930/Nipsnap/Ephrin/Nrx-1/Octbeta3R/CCAP-R/Lar/CapaR/CG10483/moody/trpl/CG14877/GluRIA/Tsp66E/GABA-B-R1/Lgr1/babo/CG5853/GABA-B-R2/Nrx-IV/CG14694/NPFR/AstC-R2/Nmdar2/Mvl/Irk3/CG31689/Dh31-R/nSyb/Mmp2/Ncc69/Sr-CI/Indy/Task7/Nf1/kcc/zyd/Tsp47F/Tsp97E/Capr/Tomosyn/nAChRalpha2/Rh50/Syt4/TM9SF2/Ser/nan/Scgbeta/iav/Mdr65/Tsp29Fa/Atpalpha/CG42673/SK/gb/CG42321/Eph/Trpgamma/CG13404/slo/CG32669/Rdl/Nlg1/Dh44-R1/Nmdar1/Sema1a/Ctr1A/AdipoR/Snap24/CG9413/Src64B/CASK/Lcch3/ClC-a/Ca-beta/Dop2R/CG32091/Shaw/Scgalpha/rk/Ddr/CG10444/CG8774/Irk2/mtt/vsg/HtrA2/CngB/SERCA/emp/5-HT7/smal/LpR2/Nep1/Tg/CG1907/para/AstA-R2/CG7912/Ih/dally/mmd/CG9701/PDZ-GEF/whd/MFS9/Best2/CG45049/CG1358/nAChRalpha5/Mal-A2/Prestin/CG34355/Ac76E/nAChRalpha6/aralar1/PMCA/Vha100-2/Glut1/DAT/Itp-r83A/Tsp26A/CG43066/Nckx30C/CG8773/CG42540/Sur/nrv3/Esyt2/CG11319/CG1090/CG1607/nAChRbeta1/CG5535/DopEcR/CG34396/Gat/CG31198/CG8907/CG5890/Nep4/CG15279/Mmp1/mAChR-A/Nhe2/Picot/mGluR/GluClalpha/Tsp74F/Eaat1/slif/Calx/CG17636
GO_NEUROLOGICAL_SYSTEM_PROCESS	GO_NEUROLOGICAL_SYSTEM_PROCESS	446	-0.387328479501567	-1.59527302051557	0.00121951219512195	0.0773965517241379	0.0645553539019964	2588	tags=33%, list=20%, signal=27%	shi/Eglp3/Pde1c/SerT/KCNQ/lbk/Ac3/MRP/rdgA/Appl/CG4872/sr/CG1847/Prosap/kay/Sox21a/Nrk/aPKC/Nipsnap/Antp/Nrx-1/Octbeta3R/Mef2/GluRIA/exd/Lgr1/SP2637/svp/Myo61F/Nrx-IV/Tim13/CG9328/NPFR/Nmdar2/Mvl/Irk3/Pka-R1/Ank/Cad99C/Hexo2/Mmp2/Timp/Nf1/kcc/Hmgcr/CG7646/Pkc53E/Col4a1/nAChRalpha2/nan/iPLA2-VIA/RhoGAP1A/GLS/Atpalpha/rl/CG42321/Eph/ct/homer/Piezo/Synj/Rdl/Nlg1/Dh44-R1/VGlut/Nmdar1/CG15130/cac/Snap24/Src64B/Lcch3/ClC-a/firl/Ca-beta/Dop2R/ChAT/tio/Atf6/Irk2/vib/Sema5c/mtt/nec/CngB/wupA/fabp/FBXO11/sima/rols/Ac78C/LpR2/Nep1/S6k/FoxP/CG5550/Cralbp/para/AstA-R2/Arr1/Aldh/igl/Vha55/Best2/CG42817/jp/Rac2/nAChRalpha5/Prestin/nAChRalpha6/Ace/PMCA/Vha100-2/Rab3/DAT/Hsp26/vvl/Itp-r83A/Nckx30C/CG32647/CG9265/CG4587/Paip2/CG1090/nAChRbeta1/Spn47C/Spn43Ab/Mp/DopEcR/Gat/pyd/pan/rdgC/Cbp53E/Mmp1/mAChR-A/dysc/Pka-R2/mGluR/GluClalpha/Hsp23/subdued/Eaat1/Calx/Spn42De/Aplip1
GO_PLASMA_MEMBRANE_REGION	GO_PLASMA_MEMBRANE_REGION	455	-0.43612360126587	-1.79396797096974	0.00122100122100122	0.0773965517241379	0.0645553539019964	2587	tags=36%, list=20%, signal=30%	Eglp3/hop/Fim/KCNQ/Kank/MRP/rdgA/CG6805/Tsf2/Arf79F/caix/AnxB10/Prosap/kay/Nrk/aPKC/Nipsnap/Nrx-1/AP-2alpha/Kap3/Cals/Pld/Duox/RabX5/GluRIA/GABA-B-R1/Myo61F/GABA-B-R2/Nrx-IV/CG14694/CG6154/wls/Nos/Shroom/Nmdar2/Mvl/Irk3/Pka-R1/Ank/l(2)03659/Cyp4d8/nSyb/CG1275/Ncc69/crb/CG11034/kcc/lap/CG1402/Pvf1/Sep1/Pkc53E/nAChRalpha2/Rh50/Pka-C1/Ser/Efa6/nan/Syt1/Mdr65/RhoGAP1A/Atpalpha/rl/CG42673/SK/syd/gb/CG42321/Eph/Trpgamma/slo/VhaAC39-1/homer/CG9436/LpR1/Piezo/CG32669/Synj/Rdl/Nlg1/Nmdar1/Ggamma1/Snap24/Npc1b/CG9413/Src64B/Pfk/CG44252/NT5E-2/CASK/Lcch3/ptc/firl/kst/Ca-beta/Dop2R/CG5567/Zasp52/Shaw/Scgalpha/PIP5K59B/unc-13/CG10444/CG8774/Irk2/mtt/shot/CngB/AhcyL1/Tm1/CG4562/rols/emp/Ent3/smal/LpR2/Cadps/para/CG4393/Frq1/scrib/CG9701/PDZ-GEF/Vha55/Best2/Rac2/Ktl/Patj/nAChRalpha5/Mal-A2/Prestin/nAChRalpha6/Tm2/PMCA/Vha100-2/Glut1/Hsp83/DAT/CAH2/CG10863/Syt7/CG43066/CdGAPr/CG8773/nrv3/CG9265/CG1607/CAH1/CG1909/nAChRbeta1/pyd/CG8907/Eaat2/CG1674/mAChR-A/Gad1/Pka-R2/Nhe2/mGluR/GluClalpha/CaMKII/CG32225/subdued/Eaat1/Calx
GO_TRANSMEMBRANE_TRANSPORT	GO_TRANSMEMBRANE_TRANSPORT	459	-0.406447833132193	-1.66978003353821	0.00123152709359606	0.0773965517241379	0.0645553539019964	1967	tags=28%, list=15%, signal=25%	Shroom/Nmdar2/Mvl/Irk3/CG31689/CG15890/l(2)03659/CG1275/Vha16-1/Ncc69/SIDL/Indy/Task7/kcc/zyd/AdamTS-A/CG11210/nAChRalpha2/Rh50/nan/ACC/Rim2/iav/Mdr65/Atpalpha/SK/gb/CG42321/Trpgamma/slo/VhaAC39-1/CG9396/Piezo/CG32669/Rdl/VGlut/Nmdar1/CG6512/Zip99C/CG11537/Vha13/CG4239/Ctr1A/Pmp70/cac/CG9413/Src64B/Vha44/Lcch3/ClC-a/Ca-beta/Dop2R/CG32091/Shaw/CG10444/Irk2/Efr/mtt/CngB/SERCA/AhcyL1/Vha100-5/CG1628/Vha36-1/CG4562/emp/Ent3/M6/CG4995/para/CG7912/Ih/CG13743/Frq1/stj/whd/Vha55/Asph/MFS9/Best2/CG42817/CG16700/jp/CG1358/nAChRalpha5/Mal-A2/Prestin/nAChRalpha6/aralar1/PMCA/Vha100-2/Glut1/Hsp83/DAT/Nha1/Itp-r83A/CG43066/Nckx30C/CG5805/ppk/Sur/CG9981/nrv3/GC1/CG4587/CG1090/CG1607/Lasp/nAChRbeta1/VGAT/CG5535/CG33298/CG34396/Gat/Slc45-1/Eaat2/CG5890/CG15279/Nhe2/Picot/mGluR/VhaM9.7-a/Zip102B/GluClalpha/subdued/Eaat1/slif/Calx
GO_SOMATODENDRITIC_COMPARTMENT	GO_SOMATODENDRITIC_COMPARTMENT	405	-0.41636396896902	-1.70256641598573	0.00127388535031847	0.0773965517241379	0.0645553539019964	2286	tags=29%, list=18%, signal=25%	RhoGAP92B/Lar/CG11593/futsch/daw/Imp/GluRIA/GABA-B-R1/norpA/Myo61F/Galphao/Nrx-IV/wls/Nos/Irk3/Ank/Ilk/Pde6/Timp/Acsl/Nf1/kcc/lap/Capr/Pkc53E/nAChRalpha2/Odc1/CG1299/Efa6/Syt1/Ccn/Atpalpha/rl/Tao/SK/syd/Eph/homer/LpR1/Nlg1/CG1315/Dh44-R1/VGlut/Nmdar1/Ggamma1/comt/Sirt2/Ctr1A/cac/Gs2/Pur-alpha/Mul1/Lcch3/ptc/Dop2R/cher/tutl/Shaw/Scgalpha/Ect4/Irk2/mtt/tai/fabp/rols/5-HT7/M6/Nep1/Actn/para/Ih/arg/CG4393/CRMP/Frq1/scrib/igl/PDZ-GEF/Got2/whd/RapGAP1/jp/Nsf2/Rac2/Patj/nAChRalpha5/Syn/Ac76E/nAChRalpha6/PMCA/Hsp83/DAT/Itp-r83A/Pal2/Syp/CdGAPr/CG11319/CG1607/nAChRbeta1/VGAT/Spn47C/Mlc2/CG5890/Cbp53E/CG1674/mAChR-A/Pka-R2/mGluR/Ddc/GluClalpha/CaMKII/cpx/CG32225/Eaat1/Calx/Spn42De/Aplip1
GO_SYNAPSE	GO_SYNAPSE	405	-0.470556676271054	-1.92416744374098	0.00127388535031847	0.0773965517241379	0.0645553539019964	2518	tags=35%, list=20%, signal=29%	rdgA/Appl/Arf79F/Gli/Prosap/CG30389/Vmat/kay/Nrk/Dscam2/Nipsnap/Nrx-1/Pkcdelta/RhoGAP92B/CG11593/futsch/Cals/Mef2/Pld/Imp/GluRIA/GABA-B-R1/norpA/Syt12/GABA-B-R2/Nrx-IV/NPFR/Nos/Nmdar2/Irk3/Pka-R1/Ank/Cad99C/nSyb/Ilk/Pdk1/Task7/Nf1/lap/Rbcn-3A/Sep1/Pkc53E/Tomosyn/Col4a1/nAChRalpha2/CG1299/Syt4/Pka-C1/Efa6/nan/Syt1/RhoGAP1A/Atpalpha/SK/Eph/VhaAC39-1/homer/LpR1/Synj/Rdl/Nlg1/VGlut/Nmdar1/Ggamma1/comt/cac/Snap24/Src64B/NT5E-2/CASK/Lcch3/ptc/Ca-beta/Dop2R/Liprin-alpha/Zasp52/tutl/Shaw/Ect4/Amph/ChAT/unc-13/Irk2/mtt/SERCA/tai/rols/sky/Syx4/M6/Nep1/Actn/S6k/Cadps/Scamp/Ih/CG4393/CRMP/Frq1/scrib/igl/PDZ-GEF/whd/Syn1/MFS9/Nsf2/Ktl/Patj/nAChRalpha5/Syn/nAChRalpha6/Ace/PMCA/Rab3/DAT/Syngr/Itp-r83A/Syt7/CG43066/CdGAPr/Sur/CG1909/nAChRbeta1/VGAT/Spn47C/Rbp/Mlc2/CG8907/Cbp53E/CG1674/mAChR-A/Gad1/Pka-R2/mGluR/Ddc/GluClalpha/CaMKII/cpx/Eaat1/Calx/Spn42De/Aplip1
GO_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	402	-0.434008429469682	-1.7720070316346	0.00128205128205128	0.0773965517241379	0.0645553539019964	1967	tags=30%, list=15%, signal=27%	Shroom/Nmdar2/Mvl/Irk3/CG31689/CG15890/Nox/l(2)03659/CG1275/Vha16-1/Ncc69/SIDL/Indy/Task7/kcc/zyd/AdamTS-A/CG11210/nAChRalpha2/Rh50/Odc1/nan/Rim2/iav/Mdr65/Atpalpha/SK/gb/CG42321/Trpgamma/slo/VhaAC39-1/CG9396/Piezo/CG32669/Rdl/VGlut/Nmdar1/Zip99C/Vha13/CG4239/Ctr1A/Pmp70/cac/CG9413/Vha44/Lcch3/ClC-a/Ca-beta/CG32091/Shaw/CG10444/Irk2/Efr/mtt/CngB/SERCA/Vha100-5/CG1628/Vha36-1/CG4562/Ent3/M6/CG4995/CG1907/para/CG7912/Ih/CG13743/Frq1/Rb97D/stj/Vha55/MFS9/Best2/CG42817/CG16700/jp/nAChRalpha5/Mal-A2/Prestin/CG6083/nAChRalpha6/aralar1/CG6084/PMCA/Vha100-2/Glut1/DAT/Nha1/Itp-r83A/CG43066/Nckx30C/ppk/Sur/CG9981/nrv3/GC1/CG4587/CG1090/CG1607/Lasp/nAChRbeta1/VGAT/CG5535/CG34396/Gat/Slc45-1/Eaat2/CG5890/CG15279/Nhe2/Picot/mGluR/VhaM9.7-a/Zip102B/GluClalpha/subdued/Eaat1/slif/Calx
GO_SYNAPSE_PART	GO_SYNAPSE_PART	331	-0.475863522786621	-1.91606257527639	0.00129032258064516	0.0773965517241379	0.0645553539019964	2518	tags=37%, list=20%, signal=30%	rdgA/Appl/Arf79F/Prosap/Vmat/kay/Nrk/Nipsnap/Nrx-1/RhoGAP92B/futsch/Cals/Mef2/Pld/Imp/GluRIA/GABA-B-R1/norpA/Syt12/GABA-B-R2/Nrx-IV/NPFR/Nos/Nmdar2/Irk3/Ank/nSyb/Ilk/Pdk1/Task7/Nf1/lap/Rbcn-3A/Pkc53E/Tomosyn/nAChRalpha2/CG1299/Syt4/Efa6/nan/Syt1/RhoGAP1A/Atpalpha/SK/Eph/VhaAC39-1/homer/LpR1/Synj/Rdl/Nlg1/VGlut/Nmdar1/Ggamma1/comt/cac/Snap24/Src64B/NT5E-2/CASK/Lcch3/ptc/Dop2R/Liprin-alpha/Zasp52/Shaw/Amph/ChAT/unc-13/Irk2/mtt/tai/rols/sky/Syx4/M6/Nep1/Actn/Cadps/Scamp/CG4393/CRMP/Frq1/scrib/igl/MFS9/Nsf2/Ktl/Patj/nAChRalpha5/Syn/nAChRalpha6/Ace/PMCA/Rab3/DAT/Syngr/Itp-r83A/Syt7/CG43066/CdGAPr/Sur/CG1909/nAChRbeta1/VGAT/Rbp/Mlc2/CG8907/Cbp53E/CG1674/mAChR-A/Gad1/Pka-R2/mGluR/Ddc/GluClalpha/CaMKII/cpx/Eaat1/Calx/Aplip1
GO_ION_TRANSMEMBRANE_TRANSPORT	GO_ION_TRANSMEMBRANE_TRANSPORT	328	-0.46564643400064	-1.87230004747236	0.00129533678756477	0.0773965517241379	0.0645553539019964	1960	tags=34%, list=15%, signal=29%	Nmdar2/Mvl/Irk3/l(2)03659/Vha16-1/Ncc69/SIDL/Indy/Task7/kcc/zyd/AdamTS-A/CG11210/nAChRalpha2/Rh50/nan/ACC/iav/Mdr65/Atpalpha/SK/gb/CG42321/Trpgamma/slo/VhaAC39-1/CG9396/Piezo/CG32669/Rdl/VGlut/Nmdar1/Zip99C/Vha13/CG4239/Ctr1A/cac/CG9413/Src64B/Vha44/Lcch3/ClC-a/Ca-beta/Dop2R/Shaw/CG10444/Irk2/Efr/mtt/CngB/SERCA/Vha100-5/CG1628/Vha36-1/CG4562/M6/para/CG7912/Ih/CG13743/Frq1/stj/whd/Vha55/Asph/MFS9/Best2/CG42817/CG16700/jp/nAChRalpha5/Mal-A2/Prestin/nAChRalpha6/aralar1/PMCA/Vha100-2/DAT/Nha1/Itp-r83A/CG43066/Nckx30C/ppk/Sur/CG9981/nrv3/GC1/CG4587/CG1090/CG1607/Lasp/nAChRbeta1/VGAT/CG5535/CG33298/CG34396/Gat/Eaat2/CG5890/CG15279/Nhe2/Picot/mGluR/VhaM9.7-a/GluClalpha/subdued/Eaat1/slif/Calx
GO_CATION_TRANSPORT	GO_CATION_TRANSPORT	337	-0.462239214080572	-1.86298024382514	0.0012970168612192	0.0773965517241379	0.0645553539019964	1960	tags=31%, list=15%, signal=27%	Nmdar2/Mvl/Irk3/Ank/Nox/Dh31-R/Vha16-1/Ncc69/SIDL/Indy/Task7/kcc/lap/zyd/CG11210/nAChRalpha2/Rh50/Odc1/nan/ACC/iav/Mdr65/Ccn/Atpalpha/SK/gb/CG42321/Trpgamma/slo/VhaAC39-1/Piezo/CG32669/VGlut/Nmdar1/Zip99C/Vha13/CG4239/comt/Ctr1A/cac/Src64B/Vha44/CASK/Ca-beta/Dop2R/Shaw/CG10444/Irk2/mtt/CngB/SERCA/Vha100-5/CG1628/Vha36-1/M6/para/Ih/CG13743/Frq1/stj/whd/Vha55/Asph/MFS9/CG42817/CG16700/jp/Nsf2/nAChRalpha5/nAChRalpha6/PMCA/Vha100-2/Glut1/DAT/Nha1/Itp-r83A/CG43066/Nckx30C/ppk/Sur/nrv3/CG4587/CG1090/CG1607/nAChRbeta1/VGAT/CG5535/CG33298/CG34396/CG5890/CG15279/mAChR-A/CG9297/Nhe2/Picot/mGluR/VhaM9.7-a/Zip102B/CaMKII/subdued/Eaat1/slif/Calx
